tahun,provinsi,kabupaten_kota,kecamatan,kelurahan,jenis_kelamin,stat_kawin,jumlah
2020,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,SETU,PEREMPUAN,CERAI HIDUP,180
2020,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,PEREMPUAN,CERAI HIDUP,255
2020,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,PEREMPUAN,CERAI HIDUP,448
2020,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CEGER,PEREMPUAN,CERAI HIDUP,180
2020,DKI JAKARTA,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,LAKI-LAKI,CERAI MATI,45
2020,DKI JAKARTA,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,LAKI-LAKI,CERAI MATI,36
2020,DKI JAKARTA,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,LAKI-LAKI,CERAI MATI,10
2020,DKI JAKARTA,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,LAKI-LAKI,CERAI MATI,15
2020,DKI JAKARTA,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,LAKI-LAKI,CERAI MATI,38
2020,DKI JAKARTA,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,LAKI-LAKI,CERAI MATI,14
2020,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,GAMBIR,LAKI-LAKI,CERAI MATI,16
2020,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,CIDENG,LAKI-LAKI,CERAI MATI,141
2020,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,LAKI-LAKI,CERAI MATI,195
2020,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,LAKI-LAKI,CERAI MATI,154
2020,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,LAKI-LAKI,CERAI MATI,105
2020,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,DURI PULO,LAKI-LAKI,CERAI MATI,211
2020,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,LAKI-LAKI,CERAI MATI,108
2020,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,LAKI-LAKI,CERAI MATI,192
2020,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,KARTINI,LAKI-LAKI,CERAI MATI,152
2020,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,LAKI-LAKI,CERAI MATI,157
2020,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,LAKI-LAKI,CERAI MATI,196
2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,LAKI-LAKI,CERAI MATI,203
2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,LAKI-LAKI,CERAI MATI,199
2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,LAKI-LAKI,CERAI MATI,219
2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,LAKI-LAKI,CERAI MATI,269
2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,LAKI-LAKI,CERAI MATI,229
2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,LAKI-LAKI,CERAI MATI,260
2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,LAKI-LAKI,CERAI MATI,230
2020,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,LAKI-LAKI,CERAI MATI,303
2020,DKI JAKARTA,JAKARTA PUSAT,S E N E N,SENEN,LAKI-LAKI,CERAI MATI,62
2020,DKI JAKARTA,JAKARTA PUSAT,S E N E N,KENARI,LAKI-LAKI,CERAI MATI,79
2020,DKI JAKARTA,JAKARTA PUSAT,S E N E N,PASEBAN,LAKI-LAKI,CERAI MATI,253
2020,DKI JAKARTA,JAKARTA PUSAT,S E N E N,KRAMAT,LAKI-LAKI,CERAI MATI,303
2020,DKI JAKARTA,JAKARTA PUSAT,S E N E N,KWITANG,LAKI-LAKI,CERAI MATI,183
2020,DKI JAKARTA,JAKARTA PUSAT,S E N E N,BUNGUR,LAKI-LAKI,CERAI MATI,129
2020,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,LAKI-LAKI,CERAI MATI,176
2020,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,LAKI-LAKI,CERAI MATI,292
2020,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,LAKI-LAKI,CERAI MATI,209
2020,DKI JAKARTA,JAKARTA PUSAT,MENTENG,MENTENG,LAKI-LAKI,CERAI MATI,201
2020,DKI JAKARTA,JAKARTA PUSAT,MENTENG,PEGANGSAAN,LAKI-LAKI,CERAI MATI,256
2020,DKI JAKARTA,JAKARTA PUSAT,MENTENG,CIKINI,LAKI-LAKI,CERAI MATI,90
2020,DKI JAKARTA,JAKARTA PUSAT,MENTENG,GONDANGDIA,LAKI-LAKI,CERAI MATI,21
2020,DKI JAKARTA,JAKARTA PUSAT,MENTENG,KEBON SIRIH,LAKI-LAKI,CERAI MATI,146
2020,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,GELORA,LAKI-LAKI,CERAI MATI,28
2020,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,LAKI-LAKI,CERAI MATI,196
2020,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,LAKI-LAKI,CERAI MATI,155
2020,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,LAKI-LAKI,CERAI MATI,169
2020,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,LAKI-LAKI,CERAI MATI,250
2020,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,LAKI-LAKI,CERAI MATI,179
2020,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,LAKI-LAKI,CERAI MATI,117
2020,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,LAKI-LAKI,CERAI MATI,308
2020,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,LAKI-LAKI,CERAI MATI,212
2020,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,GALUR,LAKI-LAKI,CERAI MATI,177
2020,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,LAKI-LAKI,CERAI MATI,425
2020,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,LAKI-LAKI,CERAI MATI,551
2020,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,LAKI-LAKI,CERAI MATI,72
2020,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,LAKI-LAKI,CERAI MATI,172
2020,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,LAKI-LAKI,CERAI MATI,278
2020,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PLUIT,LAKI-LAKI,CERAI MATI,255
2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,LAKI-LAKI,CERAI MATI,265
2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,LAKI-LAKI,CERAI MATI,379
2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,LAKI-LAKI,CERAI MATI,276
2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,LAKI-LAKI,CERAI MATI,302
2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,LAKI-LAKI,CERAI MATI,379
2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,LAKI-LAKI,CERAI MATI,481
2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,LAKI-LAKI,CERAI MATI,297
2020,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,LAKI-LAKI,CERAI MATI,257
2020,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,LAKI-LAKI,CERAI MATI,350
2020,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,LAKI-LAKI,CERAI MATI,428
2020,DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,LAKI-LAKI,CERAI MATI,292
2020,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU SELATAN,LAKI-LAKI,CERAI MATI,237
2020,DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,LAKI-LAKI,CERAI MATI,318
2020,DKI JAKARTA,JAKARTA UTARA,CILINCING,CILINCING,LAKI-LAKI,CERAI MATI,313
2020,DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,LAKI-LAKI,CERAI MATI,196
2020,DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,LAKI-LAKI,CERAI MATI,186
2020,DKI JAKARTA,JAKARTA UTARA,CILINCING,KALIBARU,LAKI-LAKI,CERAI MATI,381
2020,DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER TIMUR,LAKI-LAKI,CERAI MATI,262
2020,DKI JAKARTA,JAKARTA UTARA,CILINCING,ROROTAN,LAKI-LAKI,CERAI MATI,234
2020,DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER BARAT,LAKI-LAKI,CERAI MATI,389
2020,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,LAKI-LAKI,CERAI MATI,244
2020,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,LAKI-LAKI,CERAI MATI,441
2020,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,ANCOL,LAKI-LAKI,CERAI MATI,135
2020,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,LAKI-LAKI,CERAI MATI,240
2020,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,LAKI-LAKI,CERAI MATI,281
2020,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,LAKI-LAKI,CERAI MATI,195
2020,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,LAKI-LAKI,CERAI MATI,243
2020,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,LAKI-LAKI,CERAI MATI,212
2020,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,LAKI-LAKI,CERAI MATI,151
2020,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,LAKI-LAKI,CERAI MATI,118
2020,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,LAKI-LAKI,CERAI MATI,406
2020,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LAKI-LAKI,CERAI MATI,371
2020,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,LAKI-LAKI,CERAI MATI,116
2020,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,LAKI-LAKI,CERAI MATI,124
2020,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,LAKI-LAKI,CERAI MATI,151
2020,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,LAKI-LAKI,CERAI MATI,238
2020,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,LAKI-LAKI,CERAI MATI,169
2020,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,LAKI-LAKI,CERAI MATI,167
2020,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,LAKI-LAKI,CERAI MATI,204
2020,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,LAKI-LAKI,CERAI MATI,91
2020,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KRUKUT,LAKI-LAKI,CERAI MATI,90
2020,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,MAPHAR,LAKI-LAKI,CERAI MATI,102
2020,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,TANGKI,LAKI-LAKI,CERAI MATI,76
2020,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,LAKI-LAKI,CERAI MATI,54
2020,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,LAKI-LAKI,CERAI MATI,96
2020,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,LAKI-LAKI,CERAI MATI,53
2020,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,PINANGSIA,LAKI-LAKI,CERAI MATI,51
2020,DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,LAKI-LAKI,CERAI MATI,53
2020,DKI JAKARTA,JAKARTA BARAT,TAMBORA,KALI ANYAR,LAKI-LAKI,CERAI MATI,154
2020,DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI UTARA,LAKI-LAKI,CERAI MATI,77
2020,DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,LAKI-LAKI,CERAI MATI,199
2020,DKI JAKARTA,JAKARTA BARAT,TAMBORA,KRENDANG,LAKI-LAKI,CERAI MATI,83
2020,DKI JAKARTA,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,LAKI-LAKI,CERAI MATI,142
2020,DKI JAKARTA,JAKARTA BARAT,TAMBORA,ANGKE,LAKI-LAKI,CERAI MATI,114
2020,DKI JAKARTA,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,LAKI-LAKI,CERAI MATI,140
2020,DKI JAKARTA,JAKARTA BARAT,TAMBORA,PEKOJAN,LAKI-LAKI,CERAI MATI,196
2020,DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,LAKI-LAKI,CERAI MATI,17
2020,DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI SELATAN,LAKI-LAKI,CERAI MATI,105
2020,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,LAKI-LAKI,CERAI MATI,236
2020,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,LAKI-LAKI,CERAI MATI,249
2020,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,LAKI-LAKI,CERAI MATI,226
2020,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,LAKI-LAKI,CERAI MATI,153
2020,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,DURI KEPA,LAKI-LAKI,CERAI MATI,290
2020,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,LAKI-LAKI,CERAI MATI,277
2020,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,LAKI-LAKI,CERAI MATI,173
2020,DKI JAKARTA,JAKARTA BARAT,KALI DERES,KALIDERES,LAKI-LAKI,CERAI MATI,336
2020,DKI JAKARTA,JAKARTA BARAT,KALI DERES,SEMANAN,LAKI-LAKI,CERAI MATI,242
2020,DKI JAKARTA,JAKARTA BARAT,KALI DERES,TEGAL ALUR,LAKI-LAKI,CERAI MATI,391
2020,DKI JAKARTA,JAKARTA BARAT,KALI DERES,KAMAL,LAKI-LAKI,CERAI MATI,239
2020,DKI JAKARTA,JAKARTA BARAT,KALI DERES,PEGADUNGAN,LAKI-LAKI,CERAI MATI,172
2020,DKI JAKARTA,JAKARTA BARAT,PAL MERAH,PALMERAH,LAKI-LAKI,CERAI MATI,471
2020,DKI JAKARTA,JAKARTA BARAT,PAL MERAH,SLIPI,LAKI-LAKI,CERAI MATI,97
2020,DKI JAKARTA,JAKARTA BARAT,PAL MERAH,KOTA BAMBU UTARA,LAKI-LAKI,CERAI MATI,125
2020,DKI JAKARTA,JAKARTA BARAT,PAL MERAH,JATIPULO,LAKI-LAKI,CERAI MATI,236
2020,DKI JAKARTA,JAKARTA BARAT,PAL MERAH,KEMANGGISAN,LAKI-LAKI,CERAI MATI,277
2020,DKI JAKARTA,JAKARTA BARAT,PAL MERAH,KOTA BAMBU SELATAN,LAKI-LAKI,CERAI MATI,147
2020,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,LAKI-LAKI,CERAI MATI,237
2020,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,LAKI-LAKI,CERAI MATI,192
2020,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,LAKI-LAKI,CERAI MATI,135
2020,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,SRENGSENG,LAKI-LAKI,CERAI MATI,270
2020,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,JOGLO,LAKI-LAKI,CERAI MATI,156
2020,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,LAKI-LAKI,CERAI MATI,115
2020,DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET TIMUR,LAKI-LAKI,CERAI MATI,149
2020,DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET BARAT,LAKI-LAKI,CERAI MATI,192
2020,DKI JAKARTA,JAKARTA SELATAN,TEBET,MENTENG DALAM,LAKI-LAKI,CERAI MATI,302
2020,DKI JAKARTA,JAKARTA SELATAN,TEBET,KEBON BARU,LAKI-LAKI,CERAI MATI,346
2020,DKI JAKARTA,JAKARTA SELATAN,TEBET,BUKIT DURI,LAKI-LAKI,CERAI MATI,241
2020,DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,LAKI-LAKI,CERAI MATI,182
2020,DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI,LAKI-LAKI,CERAI MATI,251
2020,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,LAKI-LAKI,CERAI MATI,19
2020,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,LAKI-LAKI,CERAI MATI,20
2020,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,LAKI-LAKI,CERAI MATI,113
2020,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET,LAKI-LAKI,CERAI MATI,68
2020,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,LAKI-LAKI,CERAI MATI,274
2020,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,LAKI-LAKI,CERAI MATI,193
2020,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,GUNTUR,LAKI-LAKI,CERAI MATI,29
2020,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,LAKI-LAKI,CERAI MATI,51
2020,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,LAKI-LAKI,CERAI MATI,153
2020,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,LAKI-LAKI,CERAI MATI,161
2020,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,LAKI-LAKI,CERAI MATI,437
2020,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,LAKI-LAKI,CERAI MATI,203
2020,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,LAKI-LAKI,CERAI MATI,109
2020,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,LAKI-LAKI,CERAI MATI,197
2020,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,LAKI-LAKI,CERAI MATI,311
2020,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,LAKI-LAKI,CERAI MATI,159
2020,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,LAKI-LAKI,CERAI MATI,326
2020,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,LAKI-LAKI,CERAI MATI,425
2020,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,LAKI-LAKI,CERAI MATI,305
2020,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,LAKI-LAKI,CERAI MATI,301
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,LAKI-LAKI,CERAI MATI,336
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,LAKI-LAKI,CERAI MATI,401
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,LAKI-LAKI,CERAI MATI,303
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,LAKI-LAKI,CERAI MATI,248
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,LAKI-LAKI,CERAI MATI,331
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,LAKI-LAKI,CERAI MATI,286
2020,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,LAKI-LAKI,CERAI MATI,375
2020,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,LAKI-LAKI,CERAI MATI,253
2020,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,PONDOK LABU,LAKI-LAKI,CERAI MATI,313
2020,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,LAKI-LAKI,CERAI MATI,154
2020,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,LAKI-LAKI,CERAI MATI,216
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,LAKI-LAKI,CERAI MATI,25
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,LAKI-LAKI,CERAI MATI,82
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,LAKI-LAKI,CERAI MATI,89
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,LAKI-LAKI,CERAI MATI,24
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,LAKI-LAKI,CERAI MATI,39
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,LAKI-LAKI,CERAI MATI,13
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,PULO,LAKI-LAKI,CERAI MATI,50
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,LAKI-LAKI,CERAI MATI,109
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,LAKI-LAKI,CERAI MATI,268
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,LAKI-LAKI,CERAI MATI,297
2020,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,PANCORAN,LAKI-LAKI,CERAI MATI,159
2020,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,LAKI-LAKI,CERAI MATI,274
2020,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWAJATI,LAKI-LAKI,CERAI MATI,154
2020,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,DUREN TIGA,LAKI-LAKI,CERAI MATI,234
2020,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,PENGADEGAN,LAKI-LAKI,CERAI MATI,208
2020,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,CIKOKO,LAKI-LAKI,CERAI MATI,87
2020,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,LAKI-LAKI,CERAI MATI,410
2020,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,LAKI-LAKI,CERAI MATI,460
2020,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,LAKI-LAKI,CERAI MATI,236
2020,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,LAKI-LAKI,CERAI MATI,465
2020,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,LAKI-LAKI,CERAI MATI,301
2020,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,LAKI-LAKI,CERAI MATI,268
2020,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,LAKI-LAKI,CERAI MATI,174
2020,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,LAKI-LAKI,CERAI MATI,378
2020,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,LAKI-LAKI,CERAI MATI,319
2020,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,LAKI-LAKI,CERAI MATI,270
2020,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,LAKI-LAKI,CERAI MATI,345
2020,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,LAKI-LAKI,CERAI MATI,292
2020,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,LAKI-LAKI,CERAI MATI,186
2020,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,LAKI-LAKI,CERAI MATI,215
2020,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,PALMERIAM,LAKI-LAKI,CERAI MATI,184
2020,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,LAKI-LAKI,CERAI MATI,127
2020,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,LAKI-LAKI,CERAI MATI,260
2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,LAKI-LAKI,CERAI MATI,152
2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,LAKI-LAKI,CERAI MATI,288
2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,CIPINANG,LAKI-LAKI,CERAI MATI,213
2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,LAKI-LAKI,CERAI MATI,148
2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,LAKI-LAKI,CERAI MATI,307
2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,LAKI-LAKI,CERAI MATI,265
2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,LAKI-LAKI,CERAI MATI,248
