tahun,provinsi,kabupaten_kota,kecamatan,kelurahan,jenis_kelamin,stat_kawin,jumlah
2020,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,PEREMPUAN,CERAI HIDUP,428
2020,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,PEREMPUAN,CERAI HIDUP,243
2020,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,GALUR,PEREMPUAN,CERAI HIDUP,227
2020,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,PEREMPUAN,CERAI HIDUP,388
2020,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,PEREMPUAN,CERAI HIDUP,795
2020,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,PEREMPUAN,CERAI HIDUP,144
2020,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,PEREMPUAN,CERAI HIDUP,298
2020,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,PEREMPUAN,CERAI HIDUP,441
2020,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PLUIT,PEREMPUAN,CERAI HIDUP,493
2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,PEREMPUAN,CERAI HIDUP,402
2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,PEREMPUAN,CERAI HIDUP,526
2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,PEREMPUAN,CERAI HIDUP,367
2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,PEREMPUAN,CERAI HIDUP,349
2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,PEREMPUAN,CERAI HIDUP,637
2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,PEREMPUAN,CERAI HIDUP,720
2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,PEREMPUAN,CERAI HIDUP,502
2020,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,PEREMPUAN,CERAI HIDUP,344
2020,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,PEREMPUAN,CERAI HIDUP,667
2020,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,PEREMPUAN,CERAI HIDUP,642
2020,DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,PEREMPUAN,CERAI HIDUP,405
2020,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU SELATAN,PEREMPUAN,CERAI HIDUP,410
2020,DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,PEREMPUAN,CERAI HIDUP,377
2020,DKI JAKARTA,JAKARTA UTARA,CILINCING,CILINCING,PEREMPUAN,CERAI HIDUP,393
2020,DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,PEREMPUAN,CERAI HIDUP,499
2020,DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,PEREMPUAN,CERAI HIDUP,278
2020,DKI JAKARTA,JAKARTA UTARA,CILINCING,KALIBARU,PEREMPUAN,CERAI HIDUP,897
2020,DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER TIMUR,PEREMPUAN,CERAI HIDUP,376
2020,DKI JAKARTA,JAKARTA UTARA,CILINCING,ROROTAN,PEREMPUAN,CERAI HIDUP,337
2020,DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER BARAT,PEREMPUAN,CERAI HIDUP,615
2020,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,PEREMPUAN,CERAI HIDUP,330
2020,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,PEREMPUAN,CERAI HIDUP,623
2020,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,ANCOL,PEREMPUAN,CERAI HIDUP,240
2020,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,PEREMPUAN,CERAI HIDUP,340
2020,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,PEREMPUAN,CERAI HIDUP,493
2020,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,PEREMPUAN,CERAI HIDUP,416
2020,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,PEREMPUAN,CERAI HIDUP,439
2020,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,PEREMPUAN,CERAI HIDUP,456
2020,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,PEREMPUAN,CERAI HIDUP,327
2020,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,PEREMPUAN,CERAI HIDUP,186
2020,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,PEREMPUAN,CERAI HIDUP,854
2020,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,PEREMPUAN,CERAI HIDUP,713
2020,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,PEREMPUAN,CERAI HIDUP,189
2020,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,PEREMPUAN,CERAI HIDUP,204
2020,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,PEREMPUAN,CERAI HIDUP,256
2020,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,PEREMPUAN,CERAI HIDUP,276
2020,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,PEREMPUAN,CERAI HIDUP,294
2020,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,PEREMPUAN,CERAI HIDUP,289
2020,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,PEREMPUAN,CERAI HIDUP,303
2020,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,PEREMPUAN,CERAI HIDUP,172
2020,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KRUKUT,PEREMPUAN,CERAI HIDUP,123
2020,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,MAPHAR,PEREMPUAN,CERAI HIDUP,187
2020,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,TANGKI,PEREMPUAN,CERAI HIDUP,157
2020,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,PEREMPUAN,CERAI HIDUP,57
2020,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,PEREMPUAN,CERAI HIDUP,179
2020,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,PEREMPUAN,CERAI HIDUP,81
2020,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,PINANGSIA,PEREMPUAN,CERAI HIDUP,107
2020,DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,PEREMPUAN,CERAI HIDUP,94
2020,DKI JAKARTA,JAKARTA BARAT,TAMBORA,KALI ANYAR,PEREMPUAN,CERAI HIDUP,176
2020,DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI UTARA,PEREMPUAN,CERAI HIDUP,155
2020,DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,PEREMPUAN,CERAI HIDUP,230
2020,DKI JAKARTA,JAKARTA BARAT,TAMBORA,KRENDANG,PEREMPUAN,CERAI HIDUP,92
2020,DKI JAKARTA,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,PEREMPUAN,CERAI HIDUP,211
2020,DKI JAKARTA,JAKARTA BARAT,TAMBORA,ANGKE,PEREMPUAN,CERAI HIDUP,237
2020,DKI JAKARTA,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,PEREMPUAN,CERAI HIDUP,164
2020,DKI JAKARTA,JAKARTA BARAT,TAMBORA,PEKOJAN,PEREMPUAN,CERAI HIDUP,227
2020,DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,PEREMPUAN,CERAI HIDUP,42
2020,DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI SELATAN,PEREMPUAN,CERAI HIDUP,93
2020,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,PEREMPUAN,CERAI HIDUP,466
2020,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,PEREMPUAN,CERAI HIDUP,338
2020,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,PEREMPUAN,CERAI HIDUP,242
2020,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,PEREMPUAN,CERAI HIDUP,228
2020,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,DURI KEPA,PEREMPUAN,CERAI HIDUP,398
2020,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,PEREMPUAN,CERAI HIDUP,351
2020,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,PEREMPUAN,CERAI HIDUP,233
2020,DKI JAKARTA,JAKARTA BARAT,KALI DERES,KALIDERES,PEREMPUAN,CERAI HIDUP,481
2020,DKI JAKARTA,JAKARTA BARAT,KALI DERES,SEMANAN,PEREMPUAN,CERAI HIDUP,382
2020,DKI JAKARTA,JAKARTA BARAT,KALI DERES,TEGAL ALUR,PEREMPUAN,CERAI HIDUP,476
2020,DKI JAKARTA,JAKARTA BARAT,KALI DERES,KAMAL,PEREMPUAN,CERAI HIDUP,267
2020,DKI JAKARTA,JAKARTA BARAT,KALI DERES,PEGADUNGAN,PEREMPUAN,CERAI HIDUP,452
2020,DKI JAKARTA,JAKARTA BARAT,PAL MERAH,PALMERAH,PEREMPUAN,CERAI HIDUP,543
2020,DKI JAKARTA,JAKARTA BARAT,PAL MERAH,SLIPI,PEREMPUAN,CERAI HIDUP,152
2020,DKI JAKARTA,JAKARTA BARAT,PAL MERAH,KOTA BAMBU UTARA,PEREMPUAN,CERAI HIDUP,198
2020,DKI JAKARTA,JAKARTA BARAT,PAL MERAH,JATIPULO,PEREMPUAN,CERAI HIDUP,322
2020,DKI JAKARTA,JAKARTA BARAT,PAL MERAH,KEMANGGISAN,PEREMPUAN,CERAI HIDUP,299
2020,DKI JAKARTA,JAKARTA BARAT,PAL MERAH,KOTA BAMBU SELATAN,PEREMPUAN,CERAI HIDUP,191
2020,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,PEREMPUAN,CERAI HIDUP,291
2020,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,PEREMPUAN,CERAI HIDUP,328
2020,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,PEREMPUAN,CERAI HIDUP,210
2020,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,SRENGSENG,PEREMPUAN,CERAI HIDUP,421
2020,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,JOGLO,PEREMPUAN,CERAI HIDUP,276
2020,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,PEREMPUAN,CERAI HIDUP,168
2020,DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET TIMUR,PEREMPUAN,CERAI HIDUP,251
2020,DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET BARAT,PEREMPUAN,CERAI HIDUP,318
2020,DKI JAKARTA,JAKARTA SELATAN,TEBET,MENTENG DALAM,PEREMPUAN,CERAI HIDUP,428
2020,DKI JAKARTA,JAKARTA SELATAN,TEBET,KEBON BARU,PEREMPUAN,CERAI HIDUP,390
2020,DKI JAKARTA,JAKARTA SELATAN,TEBET,BUKIT DURI,PEREMPUAN,CERAI HIDUP,396
2020,DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,PEREMPUAN,CERAI HIDUP,241
2020,DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI,PEREMPUAN,CERAI HIDUP,325
2020,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,PEREMPUAN,CERAI HIDUP,54
2020,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,PEREMPUAN,CERAI HIDUP,23
2020,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,PEREMPUAN,CERAI HIDUP,184
2020,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET,PEREMPUAN,CERAI HIDUP,110
2020,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,PEREMPUAN,CERAI HIDUP,413
2020,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,PEREMPUAN,CERAI HIDUP,296
2020,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,GUNTUR,PEREMPUAN,CERAI HIDUP,49
2020,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,PEREMPUAN,CERAI HIDUP,76
2020,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,PEREMPUAN,CERAI HIDUP,220
2020,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,PEREMPUAN,CERAI HIDUP,268
2020,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,PEREMPUAN,CERAI HIDUP,549
2020,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,PEREMPUAN,CERAI HIDUP,333
2020,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,PEREMPUAN,CERAI HIDUP,110
2020,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,PEREMPUAN,CERAI HIDUP,273
2020,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,PEREMPUAN,CERAI HIDUP,449
2020,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,PEREMPUAN,CERAI HIDUP,238
2020,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,PEREMPUAN,CERAI HIDUP,401
2020,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,PEREMPUAN,CERAI HIDUP,597
2020,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,PEREMPUAN,CERAI HIDUP,459
2020,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,PEREMPUAN,CERAI HIDUP,478
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,PEREMPUAN,CERAI HIDUP,486
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,PEREMPUAN,CERAI HIDUP,659
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,PEREMPUAN,CERAI HIDUP,390
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,PEREMPUAN,CERAI HIDUP,378
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,PEREMPUAN,CERAI HIDUP,447
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,PEREMPUAN,CERAI HIDUP,422
2020,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,PEREMPUAN,CERAI HIDUP,681
2020,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,PEREMPUAN,CERAI HIDUP,431
2020,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,PONDOK LABU,PEREMPUAN,CERAI HIDUP,504
2020,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,PEREMPUAN,CERAI HIDUP,296
2020,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,PEREMPUAN,CERAI HIDUP,407
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,PEREMPUAN,CERAI HIDUP,46
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,PEREMPUAN,CERAI HIDUP,116
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,PEREMPUAN,CERAI HIDUP,208
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,PEREMPUAN,CERAI HIDUP,50
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,PEREMPUAN,CERAI HIDUP,88
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,PEREMPUAN,CERAI HIDUP,45
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,PULO,PEREMPUAN,CERAI HIDUP,73
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,PEREMPUAN,CERAI HIDUP,145
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,PEREMPUAN,CERAI HIDUP,463
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,PEREMPUAN,CERAI HIDUP,400
2020,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,PANCORAN,PEREMPUAN,CERAI HIDUP,228
2020,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,PEREMPUAN,CERAI HIDUP,399
2020,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWAJATI,PEREMPUAN,CERAI HIDUP,345
2020,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,DUREN TIGA,PEREMPUAN,CERAI HIDUP,337
2020,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,PENGADEGAN,PEREMPUAN,CERAI HIDUP,279
2020,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,CIKOKO,PEREMPUAN,CERAI HIDUP,103
2020,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,PEREMPUAN,CERAI HIDUP,668
2020,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,PEREMPUAN,CERAI HIDUP,617
2020,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,PEREMPUAN,CERAI HIDUP,348
2020,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,PEREMPUAN,CERAI HIDUP,610
2020,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,PEREMPUAN,CERAI HIDUP,376
2020,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,PEREMPUAN,CERAI HIDUP,380
2020,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,PEREMPUAN,CERAI HIDUP,243
2020,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,PEREMPUAN,CERAI HIDUP,607
2020,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,PEREMPUAN,CERAI HIDUP,517
2020,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,PEREMPUAN,CERAI HIDUP,422
2020,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,PEREMPUAN,CERAI HIDUP,359
2020,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,PEREMPUAN,CERAI HIDUP,472
2020,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,PEREMPUAN,CERAI HIDUP,269
2020,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,PEREMPUAN,CERAI HIDUP,315
2020,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,PALMERIAM,PEREMPUAN,CERAI HIDUP,256
2020,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,PEREMPUAN,CERAI HIDUP,216
2020,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,PEREMPUAN,CERAI HIDUP,302
2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,PEREMPUAN,CERAI HIDUP,247
2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,PEREMPUAN,CERAI HIDUP,408
2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,CIPINANG,PEREMPUAN,CERAI HIDUP,332
2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,PEREMPUAN,CERAI HIDUP,231
2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,PEREMPUAN,CERAI HIDUP,369
2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,PEREMPUAN,CERAI HIDUP,398
2020,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,PEREMPUAN,CERAI HIDUP,336
2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,PEREMPUAN,CERAI HIDUP,251
2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,PEREMPUAN,CERAI HIDUP,423
2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,PEREMPUAN,CERAI HIDUP,108
2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,PEREMPUAN,CERAI HIDUP,236
2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,PEREMPUAN,CERAI HIDUP,445
2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,PEREMPUAN,CERAI HIDUP,584
2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,PEREMPUAN,CERAI HIDUP,305
2020,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,PEREMPUAN,CERAI HIDUP,443
2020,DKI JAKARTA,JAKARTA TIMUR,KRAMATJATI,KRAMATJATI,PEREMPUAN,CERAI HIDUP,333
2020,DKI JAKARTA,JAKARTA TIMUR,KRAMATJATI,TENGAH,PEREMPUAN,CERAI HIDUP,341
2020,DKI JAKARTA,JAKARTA TIMUR,KRAMATJATI,DUKUH,PEREMPUAN,CERAI HIDUP,284
2020,DKI JAKARTA,JAKARTA TIMUR,KRAMATJATI,BATU AMPAR,PEREMPUAN,CERAI HIDUP,436
2020,DKI JAKARTA,JAKARTA TIMUR,KRAMATJATI,BALEKAMBANG,PEREMPUAN,CERAI HIDUP,326
2020,DKI JAKARTA,JAKARTA TIMUR,KRAMATJATI,CILILITAN,PEREMPUAN,CERAI HIDUP,441
2020,DKI JAKARTA,JAKARTA TIMUR,KRAMATJATI,CAWANG,PEREMPUAN,CERAI HIDUP,310
2020,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,GEDONG,PEREMPUAN,CERAI HIDUP,397
2020,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,BARU,PEREMPUAN,CERAI HIDUP,189
2020,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,PEREMPUAN,CERAI HIDUP,362
2020,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,KALISARI,PEREMPUAN,CERAI HIDUP,342
2020,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,PEKAYON,PEREMPUAN,CERAI HIDUP,374
2020,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,PEREMPUAN,CERAI HIDUP,570
2020,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,RAWA TERATE,PEREMPUAN,CERAI HIDUP,251
2020,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,PEREMPUAN,CERAI HIDUP,753
2020,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,PEREMPUAN,CERAI HIDUP,388
2020,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,PULO GEBANG,PEREMPUAN,CERAI HIDUP,749
2020,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,PEREMPUAN,CERAI HIDUP,236
2020,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,PEREMPUAN,CERAI HIDUP,320
2020,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,PEREMPUAN,CERAI HIDUP,537
2020,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,PEREMPUAN,CERAI HIDUP,482
2020,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,PEREMPUAN,CERAI HIDUP,605
2020,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,PEREMPUAN,CERAI HIDUP,536
2020,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,PEREMPUAN,CERAI HIDUP,265
2020,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,PEREMPUAN,CERAI HIDUP,343
2020,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,PEREMPUAN,CERAI HIDUP,284
2020,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,MAKASAR,PEREMPUAN,CERAI HIDUP,333
2020,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,PINANGRANTI,PEREMPUAN,CERAI HIDUP,270
2020,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,KEBON PALA,PEREMPUAN,CERAI HIDUP,475
2020,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,PEREMPUAN,CERAI HIDUP,118
2020,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,PEREMPUAN,CERAI HIDUP,416
2020,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,CIRACAS,PEREMPUAN,CERAI HIDUP,581
2020,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,CIBUBUR,PEREMPUAN,CERAI HIDUP,663
2020,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,PEREMPUAN,CERAI HIDUP,431
2020,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,PEREMPUAN,CERAI HIDUP,327
2020,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,RAMBUTAN,PEREMPUAN,CERAI HIDUP,337
2020,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,PEREMPUAN,CERAI HIDUP,237
2020,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,PEREMPUAN,CERAI HIDUP,199
2020,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,PEREMPUAN,CERAI HIDUP,187
2020,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,MUNJUL,PEREMPUAN,CERAI HIDUP,254
